user_id,sex,bdate,city,birth_year
1210729,1,1986-01-09 00:00:00,Москва,1986
1218401,2,0,Unknown,0
1219532,2,0,Unknown,0
1226083,2,0,Киев,0
1228007,1,1969-09-28 00:00:00,Александров,1969
1260924,2,1989-08-10 00:00:00,Мытищи,1989
1267940,2,0,Unknown,0
1288172,1,1983-12-10 00:00:00,Москва,1983
1293857,2,0,Санкт-Петербург,0
1348902,2,0,Unknown,0
1350685,2,0,Краснодар,0
1393227,1,0,Минск,0
1404712,2,0,Санкт-Петербург,0
1415080,1,0,Санкт-Петербург,0
1429805,1,0,Тюмень,0
1434935,1,1967-04-27 00:00:00,Санкт-Петербург,1967
1442505,1,0,Москва,0
1452638,2,1988-01-30 00:00:00,Unknown,1988
1456735,1,0,Санкт-Петербург,0
1475356,2,1986-06-24 00:00:00,Москва,1986
1482029,2,1980-04-18 00:00:00,Нижний Новгород,1980
1541462,2,1979-06-28 00:00:00,Санкт-Петербург,1979
1653271,2,0,Москва,0
1656882,2,1986-12-10 00:00:00,Москва,1986
1657724,1,0,Екатеринбург,0
1669596,2,0,Unknown,0
1670602,1,0,Кемерово,0
1693870,2,0,Unknown,0
1706687,2,0,Санкт-Петербург,0
1727680,1,0,Москва,0
1732042,1,0,Москва,0
1784226,2,1970-05-01 00:00:00,Санкт-Петербург,1970
1788437,1,0,Альметьевск,0
1797107,2,0,Unknown,0
1805604,1,0,Beijing,0
1827454,1,1971-09-21 00:00:00,Санкт-Петербург,1971
1887785,1,0,Санкт-Петербург,0
1894043,2,1987-09-05 00:00:00,Красноярск,1987
1927970,1,0,Нижний Новгород,0
1965217,1,1983-09-19 00:00:00,Киев,1983
1995725,1,0,Екатеринбург,0
2004054,1,0,Омск,0
2048644,1,0,Казань,0
2084670,2,0,Санкт-Петербург,0
2100621,1,0,Домодедово,0
2130715,2,0,Пенза,0
2143041,1,0,Unknown,0
2163037,1,0,Санкт-Петербург,0
2170746,2,1980-02-25 00:00:00,Москва,1980
2196756,2,0,Unknown,0
2201652,2,1982-08-11 00:00:00,Санкт-Петербург,1982
2249827,2,1973-07-15 00:00:00,Казань,1973
2275854,1,0,Воронеж,0
2278058,1,0,Солнечногорск,0
2328202,1,0,Unknown,0
2329498,1,0,Unknown,0
2379853,1,0,Санкт-Петербург,0
2390623,2,0,Москва,0
2411435,2,0,Unknown,0
2418175,1,0,Москва,0
2454762,2,0,Unknown,0
2456431,2,1984-05-06 00:00:00,Москва,1984
2475072,1,0,Unknown,0
2491155,1,0,Набережные Челны,0
2515324,1,0,Unknown,0
2536846,1,0,Санкт-Петербург,0
2552023,1,1988-05-11 00:00:00,Москва,1988
2617474,2,0,Москва,0
2662115,1,0,Псков,0
2664953,1,0,Жуковский,0
2667481,1,0,Unknown,0
2696624,1,0,Москва,0
2705504,2,1992-06-19 00:00:00,Москва,1992
2715865,2,0,Орехово-Зуево,0
2732325,2,0,Москва,0
2762350,2,0,Unknown,0
2782748,1,0,Санкт-Петербург,0
2814827,1,0,Unknown,0
2822406,2,0,Москва,0
2825663,1,1986-03-30 00:00:00,Владивосток,1986
2853234,1,0,Санкт-Петербург,0
2857370,2,0,Unknown,0
2869731,2,1986-06-08 00:00:00,Воронеж,1986
2909054,2,0,Калининград,0
2914696,1,0,Новосибирск,0
2917371,2,0,Калининград,0
2934436,2,1988-07-20 00:00:00,Москва,1988
2957288,1,1993-04-15 00:00:00,Москва,1993
2971343,1,0,Владивосток,0
3019510,2,0,Обнинск,0
3024733,1,0,Unknown,0
3036067,1,0,Москва,0
3053556,1,0,Санкт-Петербург,0
3096725,1,0,Москва,0
3115573,1,1972-08-12 00:00:00,Санкт-Петербург,1972
3165583,1,1989-05-25 00:00:00,Москва,1989
3179547,1,1990-10-01 00:00:00,Казань,1990
3225203,1,0,Санкт-Петербург,0
3225451,1,0,Екатеринбург,0
3247062,2,0,Unknown,0
3259576,2,1985-09-07 00:00:00,Москва,1985
3311909,2,0,Санкт-Петербург,0
3324485,2,1980-06-19 00:00:00,Псков,1980
3333726,2,0,Unknown,0
3353442,1,0,Unknown,0
3365461,1,0,Москва,0
3373768,2,0,Unknown,0
3405728,1,1973-09-27 00:00:00,Новосибирск,1973
3423665,2,1980-04-07 00:00:00,Москва,1980
3428455,2,0,Новосибирск,0
3457047,2,1988-01-26 00:00:00,Ульяновск,1988
3470054,1,0,Санкт-Петербург,0
3496182,2,1983-10-11 00:00:00,Unknown,1983
3499875,1,0,Новокузнецк,0
3518912,1,1979-01-09 00:00:00,Екатеринбург,1979
3556636,2,1985-05-29 00:00:00,Екатеринбург,1985
3594255,2,0,Иркутск,0
3610495,1,0,Екатеринбург,0
3623459,2,0,Unknown,0
3662051,1,0,Калининград,0
3668728,1,0,Stockholm,0
3706156,2,0,Berlin,0
3842851,1,1986-06-28 00:00:00,Санкт-Петербург,1986
3848483,2,1982-10-09 00:00:00,Санкт-Петербург,1982
3863413,1,0,Москва,0
3868951,1,0,Радужный,0
3878041,2,0,Mbale,0
3895209,2,1992-01-27 00:00:00,Москва,1992
3906367,2,1983-05-18 00:00:00,Воркута,1983
3916515,1,0,Самара,0
3926051,1,0,Екатеринбург,0
3956360,2,0,Москва,0
3965039,1,0,Каменск-Уральский,0
3984043,2,0,Unknown,0
3984094,1,0,Unknown,0
3997781,2,0,Unknown,0
4020433,2,0,Санкт-Петербург,0
4024615,2,0,Москва,0
4039645,2,0,Unknown,0
4081237,2,0,Краснодар,0
4123109,1,1992-09-03 00:00:00,Обнинск,1992
4136848,1,0,Москва,0
4160282,2,1988-06-04 00:00:00,Белгород,1988
4161440,1,0,Королёв,0
4163139,2,1994-11-25 00:00:00,Москва,1994
4195862,1,0,Санкт-Петербург,0
4340252,1,0,Санкт-Петербург,0
4343634,2,0,Unknown,0
4351050,2,0,Unknown,0
4361432,1,0,Рязань,0
4367875,1,0,Макеевка,0
4479196,1,0,Москва,0
4500770,2,0,Пушкин,0
4501765,1,0,Санкт-Петербург,0
4518786,1,0,Красноярск,0
4548969,2,1981-04-25 00:00:00,Екатеринбург,1981
4570170,2,0,Unknown,0
4590661,2,0,Москва,0
4627927,2,0,Краснодар,0
4636601,2,0,Санкт-Петербург,0
4668028,1,0,Новосибирск,0
4698443,1,0,Požega,0
4752983,1,0,Одесса,0
4825879,1,0,Днепр (Днепропетровск),0
4893274,1,0,Северодвинск,0
4899548,2,0,Санкт-Петербург,0
4912439,2,0,Вологда,0
4951600,2,1971-02-04 00:00:00,Санкт-Петербург,1971
5002993,2,0,Unknown,0
5003571,1,0,Зеленоград,0
5006621,1,1971-12-09 00:00:00,Дрогичин,1971
5021872,2,0,Новосибирск,0
5064250,1,0,Москва,0
5073377,2,0,Одесса,0
5090947,2,1986-08-03 00:00:00,Пермь,1986
5097737,2,1972-11-03 00:00:00,Санкт-Петербург,1972
5114598,2,0,Москва,0
5166798,2,1975-12-09 00:00:00,Санкт-Петербург,1975
5182280,2,0,Звенигород,0
5260848,2,1988-10-31 00:00:00,Омск,1988
5265411,2,0,Москва,0
5299446,1,1960-11-27 00:00:00,Мончегорск,1960
5314648,1,0,Брянск,0
5427092,2,1981-01-22 00:00:00,Кузнецк,1981
5501605,1,1984-01-03 00:00:00,Санкт-Петербург,1984
5513678,1,0,Дубна,0
5524011,2,0,Unknown,0
5571703,1,1978-10-02 00:00:00,New York City,1978
5589683,1,1991-09-03 00:00:00,Los Angeles,1991
5604178,2,0,Москва,0
5634583,2,0,Unknown,0
5675799,2,0,Екатеринбург,0
5692296,2,0,Самара,0
5736043,1,0,Москва,0
5738916,2,0,Москва,0
5770296,2,0,Ростов-на-Дону,0
5778746,1,0,Волжский,0
5785648,1,0,Екатеринбург,0
5794122,1,0,Нижний Тагил,0
5808226,2,0,Киев,0
5809298,1,0,Минск,0
5820865,2,1969-04-25 00:00:00,Санкт-Петербург,1969
5826513,2,0,Unknown,0
5865551,1,0,Москва,0
5932322,1,1981-04-09 00:00:00,Москва,1981
5945564,1,1988-08-05 00:00:00,Нижний Новгород,1988
6003494,2,0,Екатеринбург,0
6006682,1,0,Санкт-Петербург,0
6008146,2,0,Ростов-на-Дону,0
6055617,1,0,Unknown,0
6104346,1,0,Unknown,0
6182621,1,0,Unknown,0
6276661,1,1987-09-29 00:00:00,Unknown,1987
6287628,2,0,Unknown,0
6301075,2,0,Москва,0
6337398,1,0,Москва,0
6349383,2,0,Unknown,0
6358704,2,0,Екатеринбург,0
6395555,2,0,Киров,0
6445586,1,0,Санкт-Петербург,0
6446457,2,1970-01-05 00:00:00,Санкт-Петербург,1970
6465971,1,1961-02-08 00:00:00,Санкт-Петербург,1961
6542502,2,1987-04-20 00:00:00,Череповец,1987
6594915,1,0,Калининград,0
6616429,2,0,Unknown,0
6670726,2,1982-01-12 00:00:00,Санкт-Петербург,1982
6714567,1,0,Екатеринбург,0
6745501,2,0,Unknown,0
6756185,2,1986-10-08 00:00:00,Москва,1986
6812887,2,0,Москва,0
6825108,1,0,Санкт-Петербург,0
6861220,2,0,Санкт-Петербург,0
6916718,1,1963-11-25 00:00:00,Омск,1963
6952923,2,0,Unknown,0
7003082,2,0,Москва,0
7007238,1,0,Чебоксары,0
7011443,1,0,Екатеринбург,0
7022218,2,1973-07-25 00:00:00,Budva,1973
7102202,1,0,Минск,0
7187659,1,1989-04-24 00:00:00,Запорожье,1989
7191271,2,0,Набережные Челны,0
7193851,2,0,Краснодар,0
7206153,1,0,Unknown,0
7321357,1,0,Москва,0
7341078,2,1985-09-25 00:00:00,Вологда,1985
7430348,1,0,Воронеж,0
7444305,1,1985-03-27 00:00:00,Львов,1985
7519707,1,1967-10-22 00:00:00,Октябрьский,1967
7540810,1,2006-02-19 00:00:00,Санкт-Петербург,2006
7553481,1,0,Ульяновск,0
7626467,2,0,Unknown,0
7648617,1,0,Unknown,0
7690089,2,1985-09-10 00:00:00,Москва,1985
7699946,1,0,Unknown,0
7724423,2,0,Кропивницкий / Кировоград,0
7768842,1,0,Екатеринбург,0
7778571,1,0,Unknown,0
7869698,2,0,Unknown,0
7879046,2,0,Белая Церковь,0
7913755,2,1976-09-12 00:00:00,Москва,1976
7933922,1,0,Москва,0
7950969,1,0,Москва,0
8049046,1,1993-04-13 00:00:00,Москва,1993
8069808,1,1992-07-18 00:00:00,Ижевск,1992
8098306,2,0,Киев,0
8121248,2,1983-06-23 00:00:00,Unknown,1983
8160261,1,1925-05-31 00:00:00,Кострома,1925
8177797,2,0,Великий Новгород,0
8181211,2,0,Unknown,0
8190124,2,0,Unknown,0
8191341,1,0,Тюмень,0
8255833,2,0,Омск,0
8286778,2,1984-03-29 00:00:00,Нефтекамск,1984
8296831,1,0,Одинцово,0
8300818,1,0,Нижний Новгород,0
8485824,1,0,Москва,0
8531293,1,0,Москва,0
8532363,1,1977-02-20 00:00:00,Москва,1977
8548060,2,1979-10-22 00:00:00,Северодвинск,1979
8625130,1,0,Unknown,0
8632703,1,0,Екатеринбург,0
8698809,1,0,Москва,0
8700229,1,0,Unknown,0
8734451,1,0,Екатеринбург,0
8752577,1,1987-01-13 00:00:00,Unknown,1987
8770618,1,0,Ижевск,0
8822812,2,0,Москва,0
8886959,1,0,Unknown,0
8906498,1,1986-12-20 00:00:00,Челябинск,1986
8969944,1,0,Санкт-Петербург,0
9055930,2,1979-12-08 00:00:00,Москва,1979
9132944,1,0,Unknown,0
9142472,1,0,Казань,0
9156119,1,0,Нижний Новгород,0
9160086,2,0,Тольятти,0
9216634,2,1992-08-02 00:00:00,Санкт-Петербург,1992
9223198,1,0,Ростов-на-Дону,0
9273519,1,0,Санкт-Петербург,0
9304552,1,0,Unknown,0
9313221,2,0,Unknown,0
9330576,2,1987-07-04 00:00:00,Тула,1987
9360625,1,0,Йошкар-Ола,0
9428247,2,0,Смоленск,0
9510171,1,0,Самара,0
9525215,2,0,Unknown,0
9542657,1,0,Екатеринбург,0
9556359,1,0,Unknown,0
9588707,1,0,Липецк,0
9589201,1,0,Unknown,0
9622321,1,0,Санкт-Петербург,0
9829819,2,0,Москва,0
9862478,1,0,Челябинск,0
9871861,1,0,Санкт-Петербург,0
9921417,1,1989-11-24 00:00:00,Москва,1989
10009896,2,1983-02-26 00:00:00,Николаев,1983
10010099,2,0,Москва,0
10109783,1,1990-08-06 00:00:00,Самара,1990
10156858,1,0,Екатеринбург,0
10165673,2,0,Unknown,0
10217109,2,0,Unknown,0
10218512,1,0,Екатеринбург,0
10250749,2,0,Севастополь,0
10311794,1,0,Екатеринбург,0
10313336,2,0,Краматорск,0
10346398,2,0,Кемерово,0
10378314,1,0,Днепр (Днепропетровск),0
10386436,1,1982-05-22 00:00:00,Москва,1982
10390667,2,0,Петрозаводск,0
10427580,2,0,Москва,0
10443412,1,0,Челябинск,0
10460055,2,0,Красногорск,0
10470349,1,1990-02-26 00:00:00,Unknown,1990
10485674,1,0,Unknown,0
10689384,2,0,Горький,0
10725682,1,1990-06-21 00:00:00,Unknown,1990
10727496,1,0,Москва,0
10763180,2,0,Севастополь,0
10783194,1,0,Челябинск,0
10834491,1,0,Пушкин,0
10874713,1,0,Самара,0
10884283,2,0,Красноярск,0
10955026,2,1991-08-14 00:00:00,Асбест,1991
11015297,2,0,Калининград,0
11024456,2,0,Москва,0
11139043,2,0,Чернигов,0
11148390,1,1993-08-07 00:00:00,Екатеринбург,1993
11169955,1,0,Москва,0
11209663,1,0,Санкт-Петербург,0
11360681,1,0,Ялта,0
11399915,1,0,Сочи,0
11405177,1,0,Москва,0
11407176,1,1967-08-19 00:00:00,Люберцы,1967
11444310,2,0,Москва,0
11599646,1,0,Unknown,0
11602135,1,0,Омск,0
11624516,1,0,Unknown,0
11653796,1,0,Рыбинск,0
11688390,2,0,Ачинск,0
11721099,1,0,Москва,0
11740653,1,1988-01-22 00:00:00,Москва,1988
11834386,1,0,Тверь,0
11858404,2,1995-09-17 00:00:00,Армавир,1995
11888586,1,0,Солнечногорск,0
11934893,2,1971-10-26 00:00:00,Сургут,1971
11968844,2,0,Unknown,0
12125290,2,0,Unknown,0
12142742,1,1987-03-09 00:00:00,Курск,1987
12157043,1,0,Чебаркуль,0
12162934,1,0,Москва,0
12294060,2,0,Тула,0
12432043,1,0,Новосибирск,0
12474670,1,0,Иваново,0
12522169,2,0,Днепр (Днепропетровск),0
12552125,2,1988-02-11 00:00:00,Одесса,1988
12633697,1,0,Санкт-Петербург,0
12693166,1,0,Unknown,0
12757024,2,1965-06-25 00:00:00,Москва,1965
12758095,1,1986-01-23 00:00:00,Санкт-Петербург,1986
12764958,1,0,Тюмень,0
12807343,2,0,Unknown,0
12842530,1,0,Пермь,0
12847979,1,0,Санкт-Петербург,0
12860548,1,0,Екатеринбург,0
12888417,1,0,Unknown,0
12930566,1,1986-01-10 00:00:00,Москва,1986
13009281,1,0,Уфа,0
13042034,1,0,Гомель,0
13091142,1,0,Кемерово,0
13096121,2,0,Мескашор,0
13170188,1,0,Нижний Новгород,0
13254295,2,1917-05-17 00:00:00,Unknown,1917
13382968,2,1977-01-28 00:00:00,Калининград,1977
13389675,1,0,Санкт-Петербург,0
13473114,1,0,Таганрог,0
13542906,2,0,Воскресенск,0
13635148,1,0,Сочи,0
13670241,1,0,Unknown,0
13687266,2,1984-04-11 00:00:00,Астрахань,1984
13736578,1,0,Москва,0
13752968,2,0,Tokyo,0
13826670,1,0,Запорожье,0
13846260,1,0,Великий Новгород,0
13887373,2,1978-02-07 00:00:00,Ярославль,1978
13994125,2,0,Unknown,0
13994208,1,0,Unknown,0
14026392,2,0,Unknown,0
14038691,2,0,Кострома,0
14048494,1,0,Донецк,0
14149674,1,0,Пермь,0
14223030,1,0,Пушкинские Горы,0
14232143,1,0,Гатчина,0
14249613,2,1990-07-08 00:00:00,Unknown,1990
14257314,2,0,Unknown,0
14270791,2,0,Ростов-на-Дону,0
14323444,1,0,Москва,0
14440192,1,0,Екатеринбург,0
14552794,1,0,Верхняя Салда,0
14647123,1,1988-07-23 00:00:00,Москва,1988
14669974,1,0,Москва,0
14826967,2,1980-10-03 00:00:00,Unknown,1980
14834824,2,0,Саранск,0
14873410,2,1982-08-09 00:00:00,Пермь,1982
14939951,1,0,Москва,0
15016287,2,1988-06-02 00:00:00,Нижний Новгород,1988
15088523,2,0,Москва,0
15127125,1,0,Москва,0
15201113,1,0,Брест,0
15219982,1,0,Новосибирск,0
15239032,2,0,Екатеринбург,0
15286559,2,0,Челябинск,0
15394719,2,0,Томск,0
15405242,2,1987-07-02 00:00:00,Кулебаки,1987
15429181,1,0,Unknown,0
15442085,2,1989-03-14 00:00:00,Самара,1989
15457416,2,1980-11-13 00:00:00,Ульяновск,1980
15486476,1,0,Unknown,0
15558108,2,0,Феодосия,0
15560025,1,0,Unknown,0
15600299,2,1984-05-28 00:00:00,Unknown,1984
15721498,1,0,Иваново,0
15839643,2,1987-02-15 00:00:00,Донецк,1987
15839825,2,0,Одесса,0
15865867,1,1988-05-27 00:00:00,Челябинск,1988
15945385,1,0,Unknown,0
16055005,1,0,Псков,0
16177328,2,0,Unknown,0
16185553,1,0,Unknown,0
16194357,1,0,Осинники,0
16276947,1,0,Formentera de Segura,0
16462794,1,0,Москва,0
16467486,2,0,Екатеринбург,0
16493863,2,1983-04-05 00:00:00,Москва,1983
16514544,1,0,Москва,0
16516188,2,0,Брянск,0
16517959,2,0,Владивосток,0
16526035,2,1982-03-22 00:00:00,Тюмень,1982
16561833,1,0,Unknown,0
16689895,2,1968-08-18 00:00:00,Москва,1968
16722778,2,0,Калуга,0
16740686,2,0,Северодонецк,0
16774535,2,0,Великие Луки,0
16843779,1,0,Санкт-Петербург,0
17013751,2,0,Москва,0
17077213,2,0,Unknown,0
17115881,2,1976-04-08 00:00:00,Екатеринбург,1976
17115942,1,0,Москва,0
17293788,2,1983-06-17 00:00:00,Екатеринбург,1983
17297360,2,0,Unknown,0
17352920,1,0,Екатеринбург,0
17366759,1,0,Самара,0
17395271,2,0,Минск,0
17409763,1,0,Unknown,0
17460293,1,0,Москва,0
17613850,1,0,Unknown,0
17626808,2,0,Unknown,0
17634925,1,0,Pattaya,0
17639058,2,1985-05-16 00:00:00,Урай,1985
17710661,2,1989-06-20 00:00:00,Москва,1989
17759889,2,0,Йошкар-Ола,0
17772749,2,1986-07-19 00:00:00,Unknown,1986
17781290,2,0,Махачкала,0
17815922,2,0,Евпатория,0
17819056,2,0,Апатиты,0
17899476,2,1979-08-06 00:00:00,Москва,1979
18104658,2,0,Unknown,0
18217302,2,0,Брянск,0
18226311,2,0,Челябинск,0
18321888,2,1977-06-21 00:00:00,Запорожье,1977
18423048,2,1988-08-27 00:00:00,Москва,1988
18440863,2,0,Чебоксары,0
18441627,1,1984-12-05 00:00:00,Саратов,1984
18681383,1,0,Unknown,0
18748728,2,0,Санкт-Петербург,0
18830921,1,0,Unknown,0
19222877,1,0,Рига,0
19304603,1,0,Пермь,0
19346515,2,0,Бузулук,0
19516593,2,0,Нижний Новгород,0
19633203,1,0,Unknown,0
19635260,2,0,Певек,0
19761002,2,0,Unknown,0
19777508,2,0,Москва,0
19786221,1,0,Екатеринбург,0
19890822,2,0,Москва,0
19930888,1,0,Самара,0
19953980,2,0,Саранск,0
20029729,1,0,Москва,0
20056189,1,0,Unknown,0
20073611,1,0,Нижневартовск,0
20078287,2,1988-08-10 00:00:00,Верхняя Салда,1988
20290241,2,0,Екатеринбург,0
20365892,2,1991-02-19 00:00:00,Москва,1991
20447850,2,1991-03-02 00:00:00,Владивосток,1991
20455231,2,0,Москва,0
20457134,2,0,Unknown,0
20590148,1,0,Санкт-Петербург,0
20718174,1,0,Москва,0
20783310,1,0,Раменское,0
20884754,1,0,Нижний Новгород,0
21080656,2,0,Протвино,0
21092655,2,1991-02-17 00:00:00,Unknown,1991
21153800,2,1990-02-17 00:00:00,Москва,1990
21162678,1,0,Екатеринбург,0
21178460,1,1981-04-20 00:00:00,Москва,1981
21210510,2,0,Санкт-Петербург,0
21230934,2,1973-02-06 00:00:00,Новохаритоново,1973
21250291,1,0,Ростов-на-Дону,0
21255301,2,0,Санкт-Петербург,0
21285677,2,0,Москва,0
21424160,2,0,Warszawa,0
21535966,1,1988-03-20 00:00:00,Unknown,1988
21559668,1,0,Ставрополь,0
21768298,2,0,Москва,0
21785992,1,0,Северодвинск,0
21906411,1,0,Самара,0
22117031,1,0,Unknown,0
22230206,1,0,Калининград,0
22256153,2,0,Unknown,0
22355190,2,0,Unknown,0
22557017,1,0,Пермь,0
22583476,2,1965-04-08 00:00:00,Мытищи,1965
22621912,2,1987-03-27 00:00:00,Томск,1987
22729408,1,1989-02-04 00:00:00,Пермь,1989
22856010,1,1968-02-22 00:00:00,Уфа,1968
22876883,2,1982-11-10 00:00:00,Stockholm,1982
23045650,2,0,Unknown,0
23124900,1,1984-08-09 00:00:00,Самара,1984
23195940,2,0,Санкт-Петербург,0
23202224,1,1983-12-31 00:00:00,Los Angeles,1983
23260189,1,1985-02-28 00:00:00,Unknown,1985
23440598,2,0,Москва,0
23574808,2,0,Пенза,0
23584201,2,0,Киев,0
23694497,2,0,Unknown,0
23755292,2,0,Анапа,0
23828263,2,0,Москва,0
23864630,2,1982-06-07 00:00:00,Коломна,1982
23976403,2,0,Москва,0
24013845,2,1977-03-30 00:00:00,Сыктывкар,1977
24187086,1,0,Санкт-Петербург,0
24255287,1,0,Сочи,0
24451491,2,0,Unknown,0
24622519,2,0,Воронеж,0
24876970,2,0,Unknown,0
24937025,2,1989-07-15 00:00:00,Омск,1989
24952412,1,0,Екатеринбург,0
25004333,1,0,Unknown,0
25057816,1,1991-06-06 00:00:00,Unknown,1991
25169821,2,0,Мурманск,0
25234145,1,1960-12-15 00:00:00,Киров,1960
25529125,1,0,Unknown,0
25698684,2,0,Луганск,0
25835408,1,0,Бердск,0
25866693,2,0,Unknown,0
25940866,1,0,Челябинск,0
25963269,1,1959-07-21 00:00:00,Барановичи,1959
25964231,1,0,Unknown,0
26069338,2,1987-11-19 00:00:00,Ужгород,1987
26225462,1,0,Новосибирск,0
26225983,2,0,Unknown,0
26278268,1,1982-12-20 00:00:00,Санкт-Петербург,1982
26433726,2,0,Новосибирск,0
26524768,1,0,Ростов-на-Дону,0
26570190,2,0,Unknown,0
26637358,2,0,Санкт-Петербург,0
26679213,2,0,Москва,0
26749421,1,1980-10-09 00:00:00,Дубна,1980
26804660,1,0,Дмитров,0
26934200,1,0,Сергиев Посад,0
27071934,1,0,Санкт-Петербург,0
27119048,1,0,Unknown,0
27121551,2,0,Unknown,0
27136074,2,1971-06-01 00:00:00,Москва,1971
27148914,1,1978-02-06 00:00:00,Конаев / Капшагай,1978
27220724,2,1986-08-03 00:00:00,Красноярск,1986
27258535,2,0,Одесса,0
27319950,1,1984-03-31 00:00:00,Екатеринбург,1984
27479093,1,0,Обнинск,0
27530155,1,0,Ульяновск,0
27629492,1,0,Донецк,0
27741239,2,0,Санкт-Петербург,0
27869658,1,0,Unknown,0
27916137,1,0,Luzern,0
27964456,1,0,Москва,0
28019187,1,0,Москва,0
28026003,2,0,Новосибирск,0
28071283,2,0,Unknown,0
28447966,2,0,Белгород,0
28569763,2,1982-02-05 00:00:00,Давлеканово,1982
28626316,2,1982-06-11 00:00:00,Иваново,1982
28691266,1,0,Кольчугино,0
28818233,2,0,Москва,0
28902454,2,0,Байконур,0
29030189,1,0,Екатеринбург,0
29195921,2,1980-04-16 00:00:00,Москва,1980
29263672,2,0,Нарва,0
29315107,2,1971-02-06 00:00:00,Барнаул,1971
29428704,2,1985-12-20 00:00:00,Киев,1985
29512068,2,1983-12-20 00:00:00,Челябинск,1983
29599153,1,0,Тюмень,0
29680664,1,1987-12-22 00:00:00,Шаховская,1987
29691578,1,0,Кинешма,0
29765899,1,1986-12-30 00:00:00,Москва,1986
29798239,1,1974-05-09 00:00:00,Санкт-Петербург,1974
29904000,2,1976-03-02 00:00:00,Вологда,1976
29911246,2,1986-09-17 00:00:00,Воронеж,1986
29918218,1,0,Екатеринбург,0
29933905,2,0,Екатеринбург,0
30043970,1,0,Красноярск,0
30329605,1,1974-10-14 00:00:00,Калуга,1974
30431578,2,0,Вологда,0
30433686,1,0,Пермь,0
30439182,2,0,Unknown,0
30514899,2,0,Казань,0
30522536,1,0,Unknown,0
30574472,1,0,Москва,0
30736214,2,0,Волгоград,0
30795803,1,1995-07-18 00:00:00,Санкт-Петербург,1995
31252777,1,0,Москва,0
31546126,1,0,Санкт-Петербург,0
31582863,1,0,Москва,0
31650225,2,1974-09-08 00:00:00,Сургут (поселок),1974
31661046,2,1975-01-03 00:00:00,Москва,1975
31718099,1,0,Москва,0
31841337,1,1980-10-27 00:00:00,Железногорск,1980
31882954,1,0,Киев,0
31901685,2,1990-11-30 00:00:00,Unknown,1990
32007838,1,0,Одесса,0
32014294,1,1973-04-30 00:00:00,Красноярск,1973
32122409,2,1987-10-29 00:00:00,Иркутский,1987
32160579,1,0,Санкт-Петербург,0
32261911,1,0,Санкт-Петербург,0
32296579,1,0,Челябинск,0
32383551,2,0,Минск,0
32409741,2,0,Белгород,0
32624826,2,0,Пинск,0
32704512,1,0,Челябинск,0
32730817,1,1986-04-19 00:00:00,London,1986
32735264,2,0,Unknown,0
32762529,1,0,Томск,0
32785555,1,0,Донецк,0
32823852,1,0,Красноярск,0
32927245,2,1989-03-01 00:00:00,Unknown,1989
32988449,1,0,Unknown,0
32995507,1,0,Unknown,0
33218203,1,0,Unknown,0
33437070,2,1978-02-15 00:00:00,Самара,1978
33483462,1,0,Unknown,0
33553209,1,0,Санкт-Петербург,0
33781588,1,1985-08-30 00:00:00,Москва,1985
